run_id,park_type,service_target,climate_zone,year,native_cover,invasive_cover,canopy_cover,Ce,Cr,Ct,Cep,MPS,satisfaction,action,mgmt_mode,conflict_total,budget_used,temp_anomaly,precip_anomaly,heatwave,drought_event,heavy_rain,storm,pest_outbreak,disturb_canopy_loss,disturb_native_loss,alloc_monitoring,alloc_invasive_removal,alloc_ecological_restoration,alloc_infrastructure,alloc_visitor_experience,alloc_ecosystem_service
0,NSF,recreation,Temperate,0,0.9078414196393586,0.15884521018906778,0.6807962654796045,0.8512422153373866,0.6917226826256679,0.7377675184815927,0.739409140353569,0.7297923876635984,0.8649861085862688,monitoring,single,0,0.0,-0.12827515536693554,0.14656828918992035,0.0,0.0,0.8874115471806374,0.0,0.0,0.017748230943612747,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,NSF,recreation,Temperate,1,0.9107782355415303,0.20088601120927,0.6393020891565038,0.8335566041411236,0.660410731739357,0.7266408327406397,0.7143177256314194,0.7037870214781627,0.6480489005832449,monitoring,single,0,0.0,1.0398957665828568,0.13789045229878882,0.0,0.9726368195656743,0.0,0.0,0.0,0.048631840978283714,0.004863184097828372,1.0,0.0,0.0,0.0,0.0,0.0
0,NSF,recreation,Temperate,2,0.9185782355415303,0.21878781049709986,0.6430716138223826,0.8308129100564781,0.6556529118549681,0.7312816901404033,0.7182604224814104,0.7020112915390266,0.7028058524770686,monitoring,single,0,0.0,-1.2044372533319903,-0.05858942012092183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,NSF,recreation,Temperate,3,0.9263782355415303,0.26970456372098855,0.5799330342131901,0.8122071443318223,0.61257661638293,0.7158501162576456,0.6810259620590191,0.6665384146979533,0.6240126454189103,monitoring,single,0,8.240974416716895,0.08473409423405955,-0.2290897290935654,0.0,0.0,0.0,0.6867478680597415,0.0,0.061807308125376735,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,NSF,recreation,Temperate,4,0.9341782355415303,0.30360004314008027,0.5884969143154545,0.8015376140219285,0.6041387506271537,0.721929280288325,0.6880001887898152,0.6622999207350194,0.7478926278713389,infrastructure,single,0,8.0,-0.8178135911087209,-0.060154923817321605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,NSF,recreation,Temperate,5,0.9419782355415304,0.3341597492753774,0.5986854671791851,0.7923192752747227,0.597518274625292,0.7284958461474442,0.6959384910808517,0.6595202251660338,0.6610117327346463,infrastructure,single,0,8.0,-0.7837526212608207,0.11150205724052167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,NSF,recreation,Temperate,6,0.9258332870066496,0.38011471241077666,0.5772239444529033,0.7590668310339074,0.5728494284373895,0.7147921624888632,0.6792387195357616,0.6362541704516891,0.7610208477672725,infrastructure,single,0,8.0,1.7842072075905975,-0.14553204890237115,0.0,0.0,0.0,0.0,0.798164951162694,0.02394494853488082,0.02394494853488082,0.0,0.0,0.0,1.0,0.0,0.0
0,NSF,recreation,Temperate,7,0.9286332870066496,0.4154147659705947,0.5771043461714774,0.7440932825328894,0.5604465703788828,0.7160162830044355,0.6797844571214732,0.6274181258130572,0.6705257704068247,infrastructure,single,1,8.0,0.5610680652625574,-0.19902442143722696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,NSF,recreation,Temperate,8,0.9556332870066496,0.3691948841421391,0.5883428889861921,0.7848231765732544,0.5811189461447281,0.73153784584885,0.692597526286983,0.6490121867078703,0.766629235556604,invasive_removal,single,0,20.0,1.110078272924028,0.0908515980666528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,NSF,recreation,Temperate,9,0.9634332870066497,0.3820670680547815,0.5950172831973327,0.78390437662446,0.5792834394597596,0.7370501641121922,0.6983543464433638,0.6495674338964288,0.8035923496811098,infrastructure,single,0,8.0,-0.30185090085404553,-0.08073234754501346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
